id_association,code_barre_ean_principal,code_barre_ean_associe_mdd,nom_produit_principal,nom_produit_mdd_associe,indice_confiance_association_pct,hausse_ticket_moyen_projete_pct,offre_bundle_recommandee
XSELL-0350,326305384830,364355387520,Fromage Fondu Danone #1837,Biscuits Chocolat Repère #586,81.8,9.5,Offre Duo : -30% sur Biscuits Chocolat Repère #586 (MDD) à l'achat de Fromage Fondu Danone #1837
XSELL-0351,395176652201,370604479315,Plat Cuisiné Lasagnes Nestlé #2022,Pain de Mie Bio Repère #368,73.8,8.1,Offre Duo : -30% sur Pain de Mie Bio Repère #368 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #2022
XSELL-0352,333000663632,345730381223,Sauce Tomate Basilic Repère #4175,Jus d'Orange Pur Jus Bio #4216,78.4,13.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #4216 (MDD) à l'achat de Sauce Tomate Basilic Repère #4175
XSELL-0353,354945284045,384750541711,Céréales Gourmandes Danone #3449,Plat Cuisiné Lasagnes Bio #1501,86.2,9.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #1501 (MDD) à l'achat de Céréales Gourmandes Danone #3449
XSELL-0354,381876976307,322111183809,Sauce Tomate Basilic Danone #393,Céréales Gourmandes Repère #1035,72.9,7.3,Offre Duo : -30% sur Céréales Gourmandes Repère #1035 (MDD) à l'achat de Sauce Tomate Basilic Danone #393
XSELL-0355,320787033575,389671517876,Yaourt Fraise Danone #2446,Fromage Fondu Repère #4125,90.2,7.3,Offre Duo : -30% sur Fromage Fondu Repère #4125 (MDD) à l'achat de Yaourt Fraise Danone #2446
XSELL-0356,354178618915,331381609155,Pâte à Tartiner Nestlé #825,Jus d'Orange Pur Jus Bio #634,78.5,12.8,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #634 (MDD) à l'achat de Pâte à Tartiner Nestlé #825
XSELL-0357,370147352411,398285428727,Fromage Fondu Nestlé #4162,Fromage Fondu Repère #2449,74.2,11.8,Offre Duo : -30% sur Fromage Fondu Repère #2449 (MDD) à l'achat de Fromage Fondu Nestlé #4162
XSELL-0358,312644879682,319289429615,Céréales Gourmandes Danone #3446,Plat Cuisiné Lasagnes Bio #910,84.5,5.8,Offre Duo : -30% sur Plat Cuisiné Lasagnes Bio #910 (MDD) à l'achat de Céréales Gourmandes Danone #3446
XSELL-0359,332244312526,332810206222,Céréales Gourmandes Repère #2829,Sauce Tomate Basilic Gourmet #1512,89.3,9.4,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #1512 (MDD) à l'achat de Céréales Gourmandes Repère #2829
XSELL-0360,315518960578,389311439793,Sauce Tomate Basilic Nestlé #2716,Sauce Tomate Basilic Repère #1718,76.1,5.3,Offre Duo : -30% sur Sauce Tomate Basilic Repère #1718 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #2716
XSELL-0361,380486373483,361283441394,Fromage Fondu Danone #3369,Jambon Supérieur Gourmet #3723,67.4,6.4,Offre Duo : -30% sur Jambon Supérieur Gourmet #3723 (MDD) à l'achat de Fromage Fondu Danone #3369
XSELL-0362,358427079986,313100960562,Pain de Mie Bio Nestlé #348,Jus d'Orange Pur Jus Gourmet #1848,71.9,8.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #1848 (MDD) à l'achat de Pain de Mie Bio Nestlé #348
XSELL-0363,384636063886,361895090092,Plat Cuisiné Lasagnes Danone #2262,Céréales Gourmandes Bio #1854,65.7,13.1,Offre Duo : -30% sur Céréales Gourmandes Bio #1854 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2262
XSELL-0364,384732828704,380063112382,Sauce Tomate Basilic Nestlé #1490,Céréales Gourmandes Repère #3433,67.8,4.8,Offre Duo : -30% sur Céréales Gourmandes Repère #3433 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1490
XSELL-0365,375298330196,395553145752,Plat Cuisiné Lasagnes Repère #3892,Fromage Fondu Gourmet #3856,76.8,8.0,Offre Duo : -30% sur Fromage Fondu Gourmet #3856 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #3892
XSELL-0366,313682868304,323556526244,Yaourt Fraise Repère #3048,Plat Cuisiné Lasagnes Gourmet #296,87.3,8.9,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #296 (MDD) à l'achat de Yaourt Fraise Repère #3048
XSELL-0367,350568040380,325894268230,Pâte à Tartiner Danone #3175,Jambon Supérieur Repère #3939,92.3,5.3,Offre Duo : -30% sur Jambon Supérieur Repère #3939 (MDD) à l'achat de Pâte à Tartiner Danone #3175
XSELL-0368,321051144640,355890535492,Yaourt Fraise Danone #1381,Pain de Mie Bio Gourmet #660,65.1,5.6,Offre Duo : -30% sur Pain de Mie Bio Gourmet #660 (MDD) à l'achat de Yaourt Fraise Danone #1381
XSELL-0369,389994074681,373108697130,Biscuits Chocolat Danone #3937,Biscuits Chocolat Bio #904,90.1,12.9,Offre Duo : -30% sur Biscuits Chocolat Bio #904 (MDD) à l'achat de Biscuits Chocolat Danone #3937
XSELL-0370,325195749660,338395916783,Yaourt Fraise Repère #2137,Yaourt Fraise Bio #433,80.2,6.2,Offre Duo : -30% sur Yaourt Fraise Bio #433 (MDD) à l'achat de Yaourt Fraise Repère #2137
XSELL-0371,344309386263,372045145553,Sauce Tomate Basilic Nestlé #1217,Biscuits Chocolat Bio #1470,87.7,9.1,Offre Duo : -30% sur Biscuits Chocolat Bio #1470 (MDD) à l'achat de Sauce Tomate Basilic Nestlé #1217
XSELL-0372,320787033575,310188313101,Yaourt Fraise Danone #2446,Céréales Gourmandes Gourmet #1804,77.4,5.2,Offre Duo : -30% sur Céréales Gourmandes Gourmet #1804 (MDD) à l'achat de Yaourt Fraise Danone #2446
XSELL-0373,352789106350,321544338076,Biscuits Chocolat Danone #669,Jambon Supérieur Repère #2546,74.4,9.4,Offre Duo : -30% sur Jambon Supérieur Repère #2546 (MDD) à l'achat de Biscuits Chocolat Danone #669
XSELL-0374,318550926423,353122678796,Jus d'Orange Pur Jus Repère #898,Yaourt Fraise Gourmet #517,86.9,8.7,Offre Duo : -30% sur Yaourt Fraise Gourmet #517 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #898
XSELL-0375,370824837659,329648934220,Yaourt Fraise Repère #896,Céréales Gourmandes Bio #1459,85.5,11.2,Offre Duo : -30% sur Céréales Gourmandes Bio #1459 (MDD) à l'achat de Yaourt Fraise Repère #896
XSELL-0376,334231306419,348954074603,Céréales Gourmandes Danone #2490,Biscuits Chocolat Gourmet #1868,92.2,12.1,Offre Duo : -30% sur Biscuits Chocolat Gourmet #1868 (MDD) à l'achat de Céréales Gourmandes Danone #2490
XSELL-0377,362639280738,323324190107,Jus d'Orange Pur Jus Nestlé #856,Jambon Supérieur Gourmet #65,83.5,8.5,Offre Duo : -30% sur Jambon Supérieur Gourmet #65 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #856
XSELL-0378,364355387520,361786404580,Biscuits Chocolat Repère #586,Sauce Tomate Basilic Gourmet #1787,74.9,7.9,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #1787 (MDD) à l'achat de Biscuits Chocolat Repère #586
XSELL-0379,373206936320,363996635885,Jambon Supérieur Danone #3835,Sauce Tomate Basilic Gourmet #3347,92.7,7.8,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #3347 (MDD) à l'achat de Jambon Supérieur Danone #3835
XSELL-0380,382849307429,344803786710,Fromage Fondu Repère #4148,Plat Cuisiné Lasagnes Gourmet #1643,85.4,9.5,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #1643 (MDD) à l'achat de Fromage Fondu Repère #4148
XSELL-0381,341653575821,364527026481,Sauce Tomate Basilic Repère #629,Jambon Supérieur Repère #334,83.1,7.7,Offre Duo : -30% sur Jambon Supérieur Repère #334 (MDD) à l'achat de Sauce Tomate Basilic Repère #629
XSELL-0382,339750696781,340251422217,Jambon Supérieur Repère #551,Yaourt Fraise Bio #2635,69.1,5.2,Offre Duo : -30% sur Yaourt Fraise Bio #2635 (MDD) à l'achat de Jambon Supérieur Repère #551
XSELL-0383,395738799685,376982256129,Jus d'Orange Pur Jus Danone #644,Fromage Fondu Repère #2564,93.7,10.5,Offre Duo : -30% sur Fromage Fondu Repère #2564 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #644
XSELL-0384,340273622292,388939011617,Yaourt Fraise Repère #2484,Pain de Mie Bio Repère #946,65.6,4.7,Offre Duo : -30% sur Pain de Mie Bio Repère #946 (MDD) à l'achat de Yaourt Fraise Repère #2484
XSELL-0385,354988902467,367704210406,Pâte à Tartiner Repère #847,Biscuits Chocolat Bio #2494,89.1,11.0,Offre Duo : -30% sur Biscuits Chocolat Bio #2494 (MDD) à l'achat de Pâte à Tartiner Repère #847
XSELL-0386,363860777989,315680100471,Pain de Mie Bio Repère #1830,Céréales Gourmandes Repère #4345,68.6,10.6,Offre Duo : -30% sur Céréales Gourmandes Repère #4345 (MDD) à l'achat de Pain de Mie Bio Repère #1830
XSELL-0387,362022582433,340809932892,Yaourt Fraise Repère #2009,Jambon Supérieur Repère #1114,78.8,6.2,Offre Duo : -30% sur Jambon Supérieur Repère #1114 (MDD) à l'achat de Yaourt Fraise Repère #2009
XSELL-0388,341653575821,367046942150,Sauce Tomate Basilic Repère #629,Jambon Supérieur Repère #4245,83.8,6.4,Offre Duo : -30% sur Jambon Supérieur Repère #4245 (MDD) à l'achat de Sauce Tomate Basilic Repère #629
XSELL-0389,363164397721,325943747682,Yaourt Fraise Danone #1022,Yaourt Fraise Gourmet #2917,66.7,13.9,Offre Duo : -30% sur Yaourt Fraise Gourmet #2917 (MDD) à l'achat de Yaourt Fraise Danone #1022
XSELL-0390,374317795411,347198408831,Céréales Gourmandes Repère #4416,Pâte à Tartiner Bio #3161,82.4,4.8,Offre Duo : -30% sur Pâte à Tartiner Bio #3161 (MDD) à l'achat de Céréales Gourmandes Repère #4416
XSELL-0391,314258258215,350040168632,Yaourt Fraise Repère #2888,Fromage Fondu Gourmet #4223,73.2,10.6,Offre Duo : -30% sur Fromage Fondu Gourmet #4223 (MDD) à l'achat de Yaourt Fraise Repère #2888
XSELL-0392,393644587932,351240302450,Pain de Mie Bio Nestlé #1388,Fromage Fondu Repère #2953,66.0,8.2,Offre Duo : -30% sur Fromage Fondu Repère #2953 (MDD) à l'achat de Pain de Mie Bio Nestlé #1388
XSELL-0393,388169166270,372579719139,Jus d'Orange Pur Jus Nestlé #2857,Pâte à Tartiner Repère #3928,85.4,8.1,Offre Duo : -30% sur Pâte à Tartiner Repère #3928 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2857
XSELL-0394,362700601522,314478770710,Plat Cuisiné Lasagnes Danone #308,Biscuits Chocolat Gourmet #2317,82.9,12.6,Offre Duo : -30% sur Biscuits Chocolat Gourmet #2317 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #308
XSELL-0395,319468038376,396189243148,Yaourt Fraise Danone #3528,Plat Cuisiné Lasagnes Repère #1240,83.2,10.6,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #1240 (MDD) à l'achat de Yaourt Fraise Danone #3528
XSELL-0396,311315817730,326222065243,Pâte à Tartiner Danone #3275,Pâte à Tartiner Bio #2235,73.0,12.5,Offre Duo : -30% sur Pâte à Tartiner Bio #2235 (MDD) à l'achat de Pâte à Tartiner Danone #3275
XSELL-0397,341138088262,311129035250,Céréales Gourmandes Danone #1189,Fromage Fondu Bio #1072,81.5,6.6,Offre Duo : -30% sur Fromage Fondu Bio #1072 (MDD) à l'achat de Céréales Gourmandes Danone #1189
XSELL-0398,386829925221,358791916086,Pâte à Tartiner Danone #1781,Pâte à Tartiner Repère #870,74.5,5.5,Offre Duo : -30% sur Pâte à Tartiner Repère #870 (MDD) à l'achat de Pâte à Tartiner Danone #1781
XSELL-0399,348324728611,376477645621,Jus d'Orange Pur Jus Repère #1962,Sauce Tomate Basilic Repère #2916,82.2,10.3,Offre Duo : -30% sur Sauce Tomate Basilic Repère #2916 (MDD) à l'achat de Jus d'Orange Pur Jus Repère #1962
XSELL-0400,396532147081,322062634047,Fromage Fondu Repère #411,Pain de Mie Bio Gourmet #557,85.7,10.4,Offre Duo : -30% sur Pain de Mie Bio Gourmet #557 (MDD) à l'achat de Fromage Fondu Repère #411
XSELL-0401,384636063886,388389828573,Plat Cuisiné Lasagnes Danone #2262,Jambon Supérieur Bio #2453,68.7,11.4,Offre Duo : -30% sur Jambon Supérieur Bio #2453 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #2262
XSELL-0402,359790665880,322461059307,Pain de Mie Bio Nestlé #4176,Plat Cuisiné Lasagnes Gourmet #3633,74.0,11.1,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #3633 (MDD) à l'achat de Pain de Mie Bio Nestlé #4176
XSELL-0403,331413342878,379489874805,Pâte à Tartiner Repère #2964,Plat Cuisiné Lasagnes Gourmet #4445,82.7,11.7,Offre Duo : -30% sur Plat Cuisiné Lasagnes Gourmet #4445 (MDD) à l'achat de Pâte à Tartiner Repère #2964
XSELL-0404,389404404804,393707463787,Sauce Tomate Basilic Repère #1105,Jambon Supérieur Repère #687,85.2,7.4,Offre Duo : -30% sur Jambon Supérieur Repère #687 (MDD) à l'achat de Sauce Tomate Basilic Repère #1105
XSELL-0405,334231306419,354753089560,Céréales Gourmandes Danone #2490,Sauce Tomate Basilic Repère #1907,74.3,7.1,Offre Duo : -30% sur Sauce Tomate Basilic Repère #1907 (MDD) à l'achat de Céréales Gourmandes Danone #2490
XSELL-0406,371512329598,312244376523,Plat Cuisiné Lasagnes Danone #3560,Pain de Mie Bio Gourmet #1541,76.0,4.8,Offre Duo : -30% sur Pain de Mie Bio Gourmet #1541 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #3560
XSELL-0407,383790960452,330597949010,Jambon Supérieur Repère #4234,Fromage Fondu Bio #3935,93.3,12.7,Offre Duo : -30% sur Fromage Fondu Bio #3935 (MDD) à l'achat de Jambon Supérieur Repère #4234
XSELL-0408,349659510857,355151760117,Plat Cuisiné Lasagnes Repère #2131,Jambon Supérieur Bio #1577,92.1,10.7,Offre Duo : -30% sur Jambon Supérieur Bio #1577 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #2131
XSELL-0409,370602252894,311129035250,Jambon Supérieur Repère #2308,Fromage Fondu Bio #1072,72.1,8.5,Offre Duo : -30% sur Fromage Fondu Bio #1072 (MDD) à l'achat de Jambon Supérieur Repère #2308
XSELL-0410,393918556514,377971326977,Biscuits Chocolat Danone #4237,Yaourt Fraise Repère #4271,68.1,6.5,Offre Duo : -30% sur Yaourt Fraise Repère #4271 (MDD) à l'achat de Biscuits Chocolat Danone #4237
XSELL-0411,379283919063,326530484594,Fromage Fondu Danone #2646,Pâte à Tartiner Repère #2863,70.2,9.2,Offre Duo : -30% sur Pâte à Tartiner Repère #2863 (MDD) à l'achat de Fromage Fondu Danone #2646
XSELL-0412,383578745075,341714799622,Fromage Fondu Repère #1242,Fromage Fondu Bio #736,77.5,12.2,Offre Duo : -30% sur Fromage Fondu Bio #736 (MDD) à l'achat de Fromage Fondu Repère #1242
XSELL-0413,312129665254,381957025882,Biscuits Chocolat Nestlé #637,Jus d'Orange Pur Jus Repère #2749,91.7,7.6,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #2749 (MDD) à l'achat de Biscuits Chocolat Nestlé #637
XSELL-0414,363299256955,381291888007,Jus d'Orange Pur Jus Nestlé #444,Pain de Mie Bio Repère #1758,85.2,13.4,Offre Duo : -30% sur Pain de Mie Bio Repère #1758 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #444
XSELL-0415,397351011592,368600881971,Jus d'Orange Pur Jus Nestlé #2325,Fromage Fondu Bio #611,68.3,10.0,Offre Duo : -30% sur Fromage Fondu Bio #611 (MDD) à l'achat de Jus d'Orange Pur Jus Nestlé #2325
XSELL-0416,365974324329,376706913435,Céréales Gourmandes Nestlé #1125,Jus d'Orange Pur Jus Gourmet #1226,79.6,12.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #1226 (MDD) à l'achat de Céréales Gourmandes Nestlé #1125
XSELL-0417,368227770513,340976970335,Fromage Fondu Repère #3669,Biscuits Chocolat Repère #4482,70.3,12.9,Offre Duo : -30% sur Biscuits Chocolat Repère #4482 (MDD) à l'achat de Fromage Fondu Repère #3669
XSELL-0418,381015689105,362286771732,Jambon Supérieur Repère #2594,Plat Cuisiné Lasagnes Repère #3371,75.1,7.5,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #3371 (MDD) à l'achat de Jambon Supérieur Repère #2594
XSELL-0419,311019016135,367742114489,Jus d'Orange Pur Jus Danone #2871,Jus d'Orange Pur Jus Bio #1874,89.5,7.0,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #1874 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #2871
XSELL-0420,389994074681,359836237222,Biscuits Chocolat Danone #3937,Jus d'Orange Pur Jus Repère #1964,88.5,6.2,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #1964 (MDD) à l'achat de Biscuits Chocolat Danone #3937
XSELL-0421,324733730215,318467180771,Pâte à Tartiner Repère #3569,Jus d'Orange Pur Jus Repère #786,81.9,9.4,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #786 (MDD) à l'achat de Pâte à Tartiner Repère #3569
XSELL-0422,333435551198,318467180771,Fromage Fondu Danone #2896,Jus d'Orange Pur Jus Repère #786,89.8,6.9,Offre Duo : -30% sur Jus d'Orange Pur Jus Repère #786 (MDD) à l'achat de Fromage Fondu Danone #2896
XSELL-0423,383195644382,331413342878,Sauce Tomate Basilic Repère #3741,Pâte à Tartiner Repère #2964,91.4,7.7,Offre Duo : -30% sur Pâte à Tartiner Repère #2964 (MDD) à l'achat de Sauce Tomate Basilic Repère #3741
XSELL-0424,375316574393,359606756833,Plat Cuisiné Lasagnes Repère #2151,Céréales Gourmandes Bio #4382,91.3,11.1,Offre Duo : -30% sur Céréales Gourmandes Bio #4382 (MDD) à l'achat de Plat Cuisiné Lasagnes Repère #2151
XSELL-0425,369852338393,385353815883,Sauce Tomate Basilic Repère #3125,Jus d'Orange Pur Jus Bio #3017,90.3,6.2,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #3017 (MDD) à l'achat de Sauce Tomate Basilic Repère #3125
XSELL-0426,377504647805,340976970335,Jus d'Orange Pur Jus Danone #3631,Biscuits Chocolat Repère #4482,90.0,5.8,Offre Duo : -30% sur Biscuits Chocolat Repère #4482 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #3631
XSELL-0427,396412284053,396517518519,Plat Cuisiné Lasagnes Danone #766,Pâte à Tartiner Gourmet #325,91.6,7.9,Offre Duo : -30% sur Pâte à Tartiner Gourmet #325 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #766
XSELL-0428,343865254079,356971276526,Céréales Gourmandes Nestlé #1595,Céréales Gourmandes Bio #2238,79.4,6.7,Offre Duo : -30% sur Céréales Gourmandes Bio #2238 (MDD) à l'achat de Céréales Gourmandes Nestlé #1595
XSELL-0429,323519825874,331957700469,Yaourt Fraise Nestlé #3097,Yaourt Fraise Repère #1009,78.6,12.3,Offre Duo : -30% sur Yaourt Fraise Repère #1009 (MDD) à l'achat de Yaourt Fraise Nestlé #3097
XSELL-0430,358025187808,339604596696,Yaourt Fraise Repère #3888,Pâte à Tartiner Gourmet #2903,78.7,9.0,Offre Duo : -30% sur Pâte à Tartiner Gourmet #2903 (MDD) à l'achat de Yaourt Fraise Repère #3888
XSELL-0431,355859108444,358137986121,Yaourt Fraise Repère #3194,Jus d'Orange Pur Jus Gourmet #4183,73.3,10.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #4183 (MDD) à l'achat de Yaourt Fraise Repère #3194
XSELL-0432,348742330565,398207444268,Plat Cuisiné Lasagnes Nestlé #2610,Jus d'Orange Pur Jus Bio #1711,73.6,5.3,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #1711 (MDD) à l'achat de Plat Cuisiné Lasagnes Nestlé #2610
XSELL-0433,317175751905,358651381859,Jambon Supérieur Repère #2563,Jambon Supérieur Bio #2216,65.1,7.2,Offre Duo : -30% sur Jambon Supérieur Bio #2216 (MDD) à l'achat de Jambon Supérieur Repère #2563
XSELL-0434,330810593343,367742114489,Sauce Tomate Basilic Repère #148,Jus d'Orange Pur Jus Bio #1874,76.0,5.0,Offre Duo : -30% sur Jus d'Orange Pur Jus Bio #1874 (MDD) à l'achat de Sauce Tomate Basilic Repère #148
XSELL-0435,376503141795,331064893137,Pain de Mie Bio Danone #3213,Jambon Supérieur Repère #1598,81.1,11.2,Offre Duo : -30% sur Jambon Supérieur Repère #1598 (MDD) à l'achat de Pain de Mie Bio Danone #3213
XSELL-0436,399356763700,316600719162,Pâte à Tartiner Danone #3164,Sauce Tomate Basilic Bio #985,91.6,11.9,Offre Duo : -30% sur Sauce Tomate Basilic Bio #985 (MDD) à l'achat de Pâte à Tartiner Danone #3164
XSELL-0437,385442810085,336186087405,Biscuits Chocolat Nestlé #168,Sauce Tomate Basilic Repère #1645,81.1,5.2,Offre Duo : -30% sur Sauce Tomate Basilic Repère #1645 (MDD) à l'achat de Biscuits Chocolat Nestlé #168
XSELL-0438,354691064250,368165856963,Jambon Supérieur Nestlé #1522,Jus d'Orange Pur Jus Gourmet #276,86.9,12.8,Offre Duo : -30% sur Jus d'Orange Pur Jus Gourmet #276 (MDD) à l'achat de Jambon Supérieur Nestlé #1522
XSELL-0439,384117263841,322313023022,Céréales Gourmandes Nestlé #319,Sauce Tomate Basilic Repère #4332,89.8,7.8,Offre Duo : -30% sur Sauce Tomate Basilic Repère #4332 (MDD) à l'achat de Céréales Gourmandes Nestlé #319
XSELL-0440,318839785489,321468317919,Yaourt Fraise Danone #987,Yaourt Fraise Bio #624,72.6,9.3,Offre Duo : -30% sur Yaourt Fraise Bio #624 (MDD) à l'achat de Yaourt Fraise Danone #987
XSELL-0441,370248518063,370721418252,Jus d'Orange Pur Jus Danone #329,Plat Cuisiné Lasagnes Repère #717,77.9,10.6,Offre Duo : -30% sur Plat Cuisiné Lasagnes Repère #717 (MDD) à l'achat de Jus d'Orange Pur Jus Danone #329
XSELL-0442,356091265194,366450477303,Plat Cuisiné Lasagnes Danone #829,Pâte à Tartiner Repère #2230,86.9,5.0,Offre Duo : -30% sur Pâte à Tartiner Repère #2230 (MDD) à l'achat de Plat Cuisiné Lasagnes Danone #829
XSELL-0443,387817092224,355137409982,Jambon Supérieur Nestlé #4201,Jambon Supérieur Repère #674,74.6,9.7,Offre Duo : -30% sur Jambon Supérieur Repère #674 (MDD) à l'achat de Jambon Supérieur Nestlé #4201
XSELL-0444,314217491744,395630608331,Biscuits Chocolat Repère #2909,Jambon Supérieur Repère #1234,87.7,12.5,Offre Duo : -30% sur Jambon Supérieur Repère #1234 (MDD) à l'achat de Biscuits Chocolat Repère #2909
XSELL-0445,343252336585,334942457312,Pain de Mie Bio Nestlé #3316,Sauce Tomate Basilic Repère #3827,82.1,8.1,Offre Duo : -30% sur Sauce Tomate Basilic Repère #3827 (MDD) à l'achat de Pain de Mie Bio Nestlé #3316
XSELL-0446,324724387993,396861827319,Pain de Mie Bio Repère #1113,Sauce Tomate Basilic Gourmet #2053,81.2,7.6,Offre Duo : -30% sur Sauce Tomate Basilic Gourmet #2053 (MDD) à l'achat de Pain de Mie Bio Repère #1113
